id,style,noise_level,pure_lattice,sparse_landmarks,seed,pred_x,pred_y,true_x,true_y,error_px,runtime_ms,confidence,psr,peak_margin,ambiguous,ambig_x,ambig_y,n_candidates,centre_rule_applied,theta_deg,scale,drift_px,source
pair_0011,dram,low,False,False,42,497.3369398066072,489.0810120338037,497.3373,489.0393,0.041713588952739813,346.22933300124714,0.8840431571006775,3.785414457321167,1.0,False,False,False,2,False,1.23713,1.010607,11.279,import
pair_0012,dram,low,False,False,42,369.5611787775486,466.9236032758976,369.5956,466.9387,0.0375863224281206,347.89974999875994,0.9252082109451294,3.525418281555176,1.0,False,False,False,1,False,0.85816,1.014802,134.53,import
pair_0013,dram,low,False,False,42,503.5171741975674,569.6213759186747,503.4795,569.6072,0.04025297296623423,393.40016700225533,0.931499719619751,3.3887317180633545,1.0,False,False,False,2,False,0.43193,0.984886,69.694,import
pair_0014,dram,low,False,False,42,379.91594334133265,505.55186319065103,379.91,505.5326,0.020159211796448525,350.1046250021318,0.9080400466918945,3.2636032104492188,1.0,False,False,False,3,False,-0.8785,1.010025,120.217,import
pair_0015,dram,low,False,False,42,629.7571873511198,513.9253884478414,629.7783,514.0547,0.1310237438955185,382.07245899684494,0.8967068791389465,3.3281993865966797,1.0,False,False,False,2,False,1.03007,0.987078,130.537,import
pair_0016,dram,low,False,False,42,266.73480814108484,646.7452310571423,266.7391,646.8213,0.07618992138353735,347.1605000013369,0.9345268607139587,3.2783448696136475,1.0,False,False,False,3,False,-0.93759,1.010185,275.621,import
pair_0017,dram,low,False,False,42,505.9439942137051,501.5403336377473,505.9905,501.5366,0.04665541993955691,408.44600000127684,0.9268901944160461,3.1078271865844727,1.0,True,True,False,3,False,1.43234,0.991702,6.184,import
pair_0018,dram,low,False,False,42,739.0897346455479,544.0133273245876,739.1384,543.9924,0.05297423560894959,352.21016699870233,0.9288143515586853,3.1735126972198486,1.0,False,False,False,1,False,1.07165,1.028816,243.151,import
pair_0019,dram,low,False,False,42,567.6983112254634,451.4692050185465,567.7467,451.4362,0.05857307188815902,374.4136659988726,0.9221595525741577,3.1592204570770264,1.0,False,False,False,2,False,0.33048,1.007787,83.355,import
pair_0020,dram,low,False,False,42,536.7371651285341,520.6196762903933,536.7556,520.5775,0.046029164203805796,420.5303749986342,0.7965700030326843,4.356100082397461,1.0,False,False,False,1,False,1.88038,0.971983,42.124,import
pair_0021,dram,low,False,False,42,626.4634437709483,511.6117038003284,626.4984,511.7053,0.09991089301210873,347.60095800083946,0.9133889079093933,3.3578739166259766,1.0,False,False,False,2,False,-1.35549,1.001105,127.039,import
pair_0022,dram,low,False,False,42,826.5533274140905,425.79180669551704,486.941,426.1028,339.6124698070595,421.88537499896483,0.885055661201477,3.677517890930176,1.0,False,False,False,3,False,0.03521,0.97116,75.042,import
pair_0023,dram,low,False,False,42,714.5418664974221,62.17201633628521,641.861,530.2708,473.70769428231307,360.4577500009327,0.8403831720352173,3.7878265380859375,0.3189443581256052,False,False,False,8,False,-0.16294,1.026367,145.055,import
pair_0024,dram,low,False,False,42,488.9028181283714,612.8333729293745,488.8137,612.892,0.10667321226323787,420.4314170019643,0.8824523091316223,3.5427448749542236,1.0,False,False,False,1,False,0.08584,0.970551,113.445,import
pair_0025,dram,low,False,False,42,521.1085350712472,555.0237520458886,521.1065,554.931,0.09277436893613013,349.58308299974306,0.8821528553962708,3.762258768081665,1.0,False,False,False,1,False,-1.91347,0.992594,58.846,import
pair_0026,dram,low,False,False,42,376.28127157330715,580.3330922582516,376.2805,580.3392,0.006156284158001051,351.6081250018033,0.9488754868507385,3.8673908710479736,1.0,False,False,False,1,False,0.73123,0.993111,147.516,import
pair_0027,dram,low,False,False,42,691.3880294052152,417.28460531849305,691.3716,417.2697,0.022183189020214,353.00004099917714,0.8771108388900757,3.9132370948791504,1.0,False,False,False,1,False,1.82411,1.028144,208.488,import
pair_0028,dram,low,False,False,42,210.0932804278754,549.2177702457329,210.007,549.161,0.10328200731467113,353.73270900163334,0.9063003659248352,4.023262023925781,1.0,False,False,False,1,False,-1.52726,1.028438,294.131,import
pair_0029,dram,low,False,False,42,459.28594303871387,415.5077793202433,391.1863,413.0464,68.14411031159163,420.3784999990603,0.8758639693260193,3.735997438430786,0.5082495450070114,True,True,False,9,False,-1.97542,0.975951,139.289,import
pair_0030,dram,low,False,False,42,452.56201160280835,497.50047784528414,452.5823,497.4161,0.08678271622508509,420.6500420004886,0.9213070273399353,2.961941719055176,0.9373640322465898,False,False,False,6,False,0.64033,0.973016,47.488,import
pair_0001,dram,medium,False,False,42,572.9720481865647,384.0249687594917,573.0275,384.0805,0.07847689013749388,419.64008399736485,0.8222519159317017,3.990328311920166,1.0,False,False,False,2,False,-1.93631,0.971435,137.005,import
pair_0002,dram,medium,False,False,42,542.3795437111906,577.2382409500058,542.4033,577.2934,0.06005732306936647,346.3873330001661,0.9267815351486206,3.840926170349121,1.0,False,False,False,1,False,1.40534,0.992523,88.161,import
pair_0003,dram,medium,False,False,42,701.5858658269069,438.4469105608535,701.5831,438.3854,0.06157271225949381,349.9137079998036,0.9379832744598389,3.8040482997894287,1.0,False,False,False,1,False,-1.00043,1.000382,210.789,import
pair_0004,dram,medium,False,False,42,540.2319014058702,502.4966121941723,540.2006,502.5437,0.05654236877878153,427.73604200192494,0.9348230957984924,3.426394462585449,1.0,False,False,False,1,False,-1.11889,0.976763,40.281,import
pair_0005,dram,medium,False,False,42,499.4013720545618,480.87402822547875,499.3634,480.8961,0.04392083967959931,352.19170799973654,0.8888465166091919,3.9595115184783936,1.0,False,False,False,1,False,0.42469,0.990057,19.115,import
pair_0006,dram,medium,False,False,42,804.1637222798979,539.2037368538822,804.0496,539.3429,0.17997298687991897,352.11791699839523,0.9083364605903625,5.186676979064941,1.0,False,False,False,1,False,1.60359,0.994514,306.584,import
pair_0007,dram,medium,False,False,42,539.2030992783418,568.8034780557891,539.1626,568.7785,0.04758250536923343,421.3442920008674,0.8660534024238586,3.797030210494995,1.0,False,False,False,3,False,-1.27017,0.975481,79.147,import
pair_0008,dram,medium,False,False,42,560.0826085985145,503.5418174967367,560.0617,503.711,0.170469612841349,384.3486670011771,0.9410931468009949,3.854124069213867,1.0,False,False,False,1,False,0.63088,0.993663,60.176,import
pair_0009,dram,medium,False,False,42,517.213263843765,496.5623119728073,517.169,496.5887,0.0515326677359184,352.0680839974375,0.9166333079338074,2.8627753257751465,1.0,False,False,False,3,False,0.78302,1.024642,17.505,import
pair_0010,dram,medium,False,False,42,439.0772429039915,433.346657138406,439.13,433.353,0.05313702167465825,383.8792500027921,0.8281159996986389,4.043691158294678,1.0,False,False,False,2,False,0.19551,0.986052,90.261,import
pair_0011,dram,medium,False,False,42,497.35406667141933,489.03512273897536,497.3373,489.0393,0.01727920079607606,349.9287919985363,0.878460168838501,3.7842745780944824,1.0,False,False,False,2,False,1.23713,1.010607,11.279,import
pair_0012,dram,medium,False,False,42,369.5498282024395,466.9528637974195,369.5956,466.9387,0.047913156953573496,349.08283299955656,0.9192533493041992,3.517874240875244,1.0,False,False,False,2,False,0.85816,1.014802,134.53,import
pair_0013,dram,medium,False,False,42,503.53349917765297,569.619066688024,503.4795,569.6072,0.05528769729204883,382.369083003141,0.9262851476669312,3.3891966342926025,1.0,False,False,False,2,False,0.43193,0.984886,69.694,import
pair_0014,dram,medium,False,False,42,379.9279072338099,505.552065607931,379.91,505.5326,0.02644955415210238,362.94454200105974,0.9050796031951904,3.2704787254333496,1.0,False,False,False,3,False,-0.8785,1.010025,120.217,import
pair_0015,dram,medium,False,False,42,629.7727767245257,513.9311371825215,629.7783,514.0547,0.12368620147449748,383.45100000151433,0.8894616961479187,3.323063373565674,1.0,False,False,False,2,False,1.03007,0.987078,130.537,import
pair_0016,dram,medium,False,False,42,266.7373969452368,646.7144754129534,266.7391,646.8213,0.10683816168945645,350.68733300067834,0.9306627511978149,3.284456729888916,1.0,False,False,False,3,False,-0.93759,1.010185,275.621,import
pair_0017,dram,medium,False,False,42,505.92965111691785,501.50364546592886,505.9905,501.5366,0.06919962346857182,383.15391699870816,0.9240638017654419,3.1118061542510986,1.0,True,True,False,3,False,1.43234,0.991702,6.184,import
pair_0018,dram,medium,False,False,42,739.0906902260664,544.0397160917091,739.1384,543.9924,0.06719401062170409,350.7220829997095,0.9244548678398132,3.1723568439483643,1.0,False,False,False,1,False,1.07165,1.028816,243.151,import
pair_0019,dram,medium,False,False,42,567.6917234407546,451.49807548260384,567.7467,451.4362,0.08277075216481539,347.3089170001913,0.9176187515258789,3.155226469039917,1.0,False,False,False,2,False,0.33048,1.007787,83.355,import
pair_0020,dram,medium,False,False,42,536.7745591723977,520.6206911318544,536.7556,520.5775,0.047169100997109754,418.936833000771,0.7986633777618408,4.408382892608643,1.0,False,False,False,1,False,1.88038,0.971983,42.124,import
pair_0021,dram,medium,False,False,42,626.4688366727595,511.57317343080814,626.4984,511.7053,0.13539357667165536,351.1893329996383,0.9120449423789978,3.371311664581299,1.0,False,False,False,2,False,-1.35549,1.001105,127.039,import
pair_0022,dram,medium,False,False,42,826.6013522635383,425.7978587657759,486.941,426.1028,339.6604891490137,421.1144580003747,0.876928985118866,3.6660044193267822,0.8025953539592542,False,False,False,4,False,0.03521,0.97116,75.042,import
pair_0023,dram,medium,False,False,42,641.8549255254783,530.2702704696319,641.861,530.2708,0.006097511223906515,351.5840840009332,0.8380440473556519,3.8116602897644043,0.44717294064431823,False,False,False,6,False,-0.16294,1.026367,145.055,import
pair_0024,dram,medium,False,False,42,488.88173880213094,612.872299156317,488.8137,612.892,0.0708336208113003,437.9229999976815,0.8765872120857239,3.532400369644165,1.0,False,False,False,1,False,0.08584,0.970551,113.445,import
pair_0025,dram,medium,False,False,42,521.0999264333384,555.0692582088243,521.1065,554.931,0.13841439262571445,348.8315419999708,0.8815220594406128,3.787122964859009,1.0,False,False,False,1,False,-1.91347,0.992594,58.846,import
pair_0026,dram,medium,False,False,42,376.2657991669691,580.3621116195139,376.2805,580.3392,0.02722235846789434,346.68008299922803,0.9466367959976196,3.871790647506714,1.0,False,False,False,1,False,0.73123,0.993111,147.516,import
pair_0027,dram,medium,False,False,42,691.3832290987784,417.2744071986186,691.3716,417.2697,0.012545662885415133,350.8247499994468,0.8717083930969238,3.9109678268432617,1.0,False,False,False,1,False,1.82411,1.028144,208.488,import
pair_0028,dram,medium,False,False,42,210.0835491278889,549.1767881664343,210.007,549.161,0.07816031716867822,351.6994580022583,0.9052103161811829,4.036183834075928,1.0,False,False,False,1,False,-1.52726,1.028438,294.131,import
pair_0029,dram,medium,False,False,42,459.2703716502918,415.47594715151564,391.1863,413.0464,68.1274064664398,421.39104200032307,0.8697181940078735,3.740128993988037,0.16586484801367068,True,True,False,8,True,-1.97542,0.975951,139.289,import
pair_0030,dram,medium,False,False,42,452.5501439943198,497.50295609053825,452.5823,497.4161,0.09261743445430218,427.33824999959324,0.9160330295562744,2.9590773582458496,0.9498406128632612,False,False,False,5,False,0.64033,0.973016,47.488,import
pair_0001,dram,high,False,False,42,572.9839300722564,384.08648976478383,573.0275,384.0805,0.043979721301443224,423.0845829988539,0.8041278719902039,3.991007089614868,1.0,False,False,False,2,False,-1.93631,0.971435,137.005,import
pair_0002,dram,high,False,False,42,542.3766681018992,577.3066164134225,542.4033,577.2934,0.02973098686894508,359.23729200294474,0.9191101789474487,3.846177577972412,1.0,False,False,False,1,False,1.40534,0.992523,88.161,import
pair_0003,dram,high,False,False,42,701.6263197379161,438.51298881448696,701.5831,438.3854,0.13471024952737767,349.7662500012666,0.9338605403900146,3.8246586322784424,1.0,False,False,False,1,False,-1.00043,1.000382,210.789,import
pair_0004,dram,high,False,False,42,540.231990431791,502.49324689224784,540.2006,502.5437,0.05942116870171202,434.96199999935925,0.9259625673294067,3.4289119243621826,1.0,False,False,False,1,False,-1.11889,0.976763,40.281,import
pair_0005,dram,high,False,False,42,499.4423716074771,480.88585932287907,499.3634,480.8961,0.0796328214708887,384.35383300020476,0.8817707300186157,3.9819931983947754,1.0,False,False,False,1,False,0.42469,0.990057,19.115,import
pair_0006,dram,high,False,False,42,804.0989862321726,539.30390570298,804.0496,539.3429,0.06292499605307147,348.2249589978892,0.9030715227127075,5.2143025398254395,1.0,False,False,False,1,False,1.60359,0.994514,306.584,import
pair_0007,dram,high,False,False,42,539.1847682955909,568.7597838275605,539.1626,568.7785,0.02901255659521946,420.4640410025604,0.8577734231948853,3.813265800476074,1.0,False,False,False,3,False,-1.27017,0.975481,79.147,import
pair_0008,dram,high,False,False,42,560.1099305248374,503.5635870390818,560.0617,503.711,0.1551024325172302,381.02075000279,0.9344478249549866,3.8659205436706543,1.0,False,False,False,1,False,0.63088,0.993663,60.176,import
pair_0009,dram,high,False,False,42,517.2386486513496,496.57790426307065,517.169,496.5887,0.0704803701088148,351.31587499927264,0.909203052520752,2.8674890995025635,1.0,False,False,False,2,False,0.78302,1.024642,17.505,import
pair_0010,dram,high,False,False,42,439.0999775805714,433.36302588460836,439.13,433.353,0.03165223579030967,382.90062499800115,0.8255248665809631,4.076772689819336,1.0,False,False,False,2,False,0.19551,0.986052,90.261,import
pair_0011,dram,high,False,False,42,497.3709995001545,489.0854567441343,497.3373,489.0393,0.0571498148705555,347.9039580015524,0.8690095543861389,3.7983758449554443,1.0,False,False,False,2,False,1.23713,1.010607,11.279,import
pair_0012,dram,high,False,False,42,369.59770842725544,466.8810926648012,369.5956,466.9387,0.057645906482562195,347.24191699933726,0.9137681722640991,3.5401723384857178,1.0,False,False,False,1,False,0.85816,1.014802,134.53,import
pair_0013,dram,high,False,False,42,503.487737017597,569.6338211889704,503.4795,569.6072,0.02786639842335093,382.343375000346,0.9173552393913269,3.3932759761810303,1.0,False,False,False,2,False,0.43193,0.984886,69.694,import
pair_0014,dram,high,False,False,42,379.90290572245715,505.5546220858065,379.91,505.5326,0.02313657358219024,354.57020799731254,0.8969205617904663,3.2829477787017822,1.0,False,False,False,3,False,-0.8785,1.010025,120.217,import
pair_0015,dram,high,False,False,42,629.7751122120001,513.9738436338716,629.7783,514.0547,0.08091918150735293,382.01487500191433,0.8756112456321716,3.3141534328460693,1.0,False,False,False,2,False,1.03007,0.987078,130.537,import
pair_0016,dram,high,False,False,42,266.7143827904399,646.7457633421125,266.7391,646.8213,0.07947784051701605,346.6587500006426,0.9244424104690552,3.2950947284698486,1.0,False,False,False,3,False,-0.93759,1.010185,275.621,import
pair_0017,dram,high,False,False,42,505.9688186989914,501.5065019087605,505.9905,501.5366,0.037094122306448964,385.79041699995287,0.9154902696609497,3.1147665977478027,1.0,True,True,False,3,False,1.43234,0.991702,6.184,import
pair_0018,dram,high,False,False,42,739.0905846945109,543.9958597194606,739.1384,543.9924,0.04794030765199796,354.8181670012127,0.9189846515655518,3.1873621940612793,1.0,False,False,False,1,False,1.07165,1.028816,243.151,import
pair_0019,dram,high,False,False,42,567.6998867758681,451.4565026052458,567.7467,451.4362,0.05102620633944021,348.763833000703,0.9110504984855652,3.166856050491333,1.0,False,False,False,2,False,0.33048,1.007787,83.355,import
pair_0020,dram,high,False,False,42,536.7289599890528,520.4910143122218,536.7556,520.5775,0.09049565941933432,420.59204199904343,0.7851676344871521,4.410655498504639,1.0,False,False,False,1,False,1.88038,0.971983,42.124,import
pair_0021,dram,high,False,False,42,626.4524835474955,511.6223352494222,626.4984,511.7053,0.0948233644680356,348.20212500198977,0.9003169536590576,3.365354061126709,1.0,False,False,False,2,False,-1.35549,1.001105,127.039,import
pair_0022,dram,high,False,False,42,826.5955220156535,425.78808093245044,486.941,426.1028,339.6546678227366,421.667124999658,0.8673984408378601,3.685852289199829,1.0,False,False,False,3,False,0.03521,0.97116,75.042,import
pair_0023,dram,high,False,False,42,713.2418880229496,530.502119387611,641.861,530.2708,71.3812628327908,350.5424579998362,0.8281417489051819,3.878793239593506,0.8370136532238971,False,False,False,5,False,-0.16294,1.026367,145.055,import
pair_0024,dram,high,False,False,42,488.8613763228344,612.8564945700041,488.8137,612.892,0.05944465760866586,422.6291660015704,0.867849588394165,3.5538973808288574,1.0,False,False,False,1,False,0.08584,0.970551,113.445,import
pair_0025,dram,high,False,False,42,521.1251388216406,555.0789911476485,521.1065,554.931,0.14916026768027843,354.24891600268893,0.8695163130760193,3.792112112045288,1.0,False,False,False,1,False,-1.91347,0.992594,58.846,import
pair_0026,dram,high,False,False,42,376.281647317888,580.3315938569342,376.2805,580.3392,0.00769218763899072,347.44879199934076,0.9412271976470947,3.8888630867004395,1.0,False,False,False,1,False,0.73123,0.993111,147.516,import
pair_0027,dram,high,False,False,42,691.3819554122067,417.2770920223577,691.3716,417.2697,0.012723071818888893,352.57904100217274,0.861004650592804,3.92543888092041,1.0,False,False,False,1,False,1.82411,1.028144,208.488,import
pair_0028,dram,high,False,False,42,210.1088534898725,549.2302976371532,210.007,549.161,0.12319210978884577,351.96875000110595,0.8976151943206787,4.043993949890137,1.0,False,False,False,1,False,-1.52726,1.028438,294.131,import
pair_0029,dram,high,False,False,42,459.2676646470241,415.48132275116205,391.1863,413.0464,68.1248931082111,432.34654199841316,0.8527911901473999,3.753831624984741,0.44194222378939946,True,True,False,7,True,-1.97542,0.975951,139.289,import
pair_0030,dram,high,False,False,42,452.576946565596,497.50324539314937,452.5823,497.4161,0.0873096718988267,427.08850000053644,0.9080732464790344,2.9666874408721924,0.9450577094445652,False,False,False,5,False,0.64033,0.973016,47.488,import
pair_0001,finfet,low,False,False,42,573.0154791560412,383.90262711753167,573.0275,384.0805,0.1782786106269226,420.0554999988526,0.7316809892654419,4.44210958480835,1.0,False,False,False,1,False,-1.93631,0.971435,137.005,import
pair_0002,finfet,low,False,False,42,542.4034041928035,577.2259729008241,542.4033,577.2934,0.06742717967866589,348.8552919989161,0.8699197173118591,4.7573699951171875,1.0,False,False,False,1,False,1.40534,0.992523,88.161,import
pair_0003,finfet,low,False,False,42,701.5918419434223,438.59053321176634,701.5831,438.3854,0.20531940031174117,348.1016669975361,0.9414068460464478,5.1065826416015625,1.0,False,False,False,1,False,-1.00043,1.000382,210.789,import
pair_0004,finfet,low,False,False,42,540.2506849861718,502.52230219793773,540.2006,502.5437,0.05446440831335291,423.17191700203693,0.9342828392982483,4.4216508865356445,1.0,False,False,False,1,False,-1.11889,0.976763,40.281,import
pair_0005,finfet,low,False,False,42,499.4075027347421,480.7752140056,499.3634,480.8961,0.12867973754171896,353.0898339995474,0.8235462307929993,5.191155910491943,1.0,False,False,False,1,False,0.42469,0.990057,19.115,import
pair_0006,finfet,low,False,False,42,804.0540749235154,539.4193168549999,804.0496,539.3429,0.07654776723424976,381.27158299903385,0.9204472899436951,5.101311206817627,1.0,False,False,False,1,False,1.60359,0.994514,306.584,import
pair_0007,finfet,low,False,False,42,539.1465266631599,568.7241025888784,539.1626,568.7785,0.056722398520424225,420.0654999986,0.8213730454444885,4.644711971282959,1.0,False,False,False,2,False,-1.27017,0.975481,79.147,import
pair_0008,finfet,low,False,False,42,560.1820489056427,503.6844999267221,560.0617,503.711,0.12323194785901834,348.8628340019204,0.9380567073822021,5.236570358276367,1.0,False,False,False,1,False,0.63088,0.993663,60.176,import
pair_0009,finfet,low,False,False,42,517.1653598443768,496.5713798510309,517.169,496.5887,0.01769853929775318,349.81320799852256,0.8749806880950928,4.797908782958984,1.0,False,False,False,1,False,0.78302,1.024642,17.505,import
pair_0010,finfet,low,False,False,42,439.155540687697,433.36275640738955,439.13,433.353,0.027340706157424108,382.1450840005127,0.7297439575195312,4.9388203620910645,1.0,False,False,False,1,False,0.19551,0.986052,90.261,import
pair_0011,finfet,low,False,False,42,497.29906010840216,489.1477406258757,497.3373,489.0393,0.11498547147238851,350.54500000114786,0.8825384974479675,4.251936912536621,1.0,False,False,False,1,False,1.23713,1.010607,11.279,import
pair_0012,finfet,low,False,False,42,369.58842870220946,466.9012482758555,369.5956,466.9387,0.03813212757499172,347.66762499930337,0.8842687606811523,5.182958126068115,1.0,False,False,False,1,False,0.85816,1.014802,134.53,import
pair_0013,finfet,low,False,False,42,503.50418524696374,569.5998881128817,503.4795,569.6072,0.025745390090150085,383.45124999978,0.9340957403182983,4.535207271575928,1.0,False,False,False,1,False,0.43193,0.984886,69.694,import
pair_0014,finfet,low,False,False,42,62.624422561028126,500.7132047564028,379.91,505.5326,317.3221773234513,348.24770799968974,0.8756141662597656,4.650794506072998,1.0,False,False,False,3,False,-0.8785,1.010025,120.217,import
pair_0015,finfet,low,False,False,42,629.845563537143,513.876323079166,629.7783,514.0547,0.1906376387684699,388.8012500028708,0.8204988837242126,4.78116512298584,1.0,False,False,False,1,False,1.03007,0.987078,130.537,import
pair_0016,finfet,low,False,False,42,266.70696299410906,646.8743180636291,266.7391,646.8213,0.061997598490708246,347.2707500004617,0.8897453546524048,4.328704357147217,1.0,False,False,False,1,False,-0.93759,1.010185,275.621,import
pair_0017,finfet,low,False,False,42,903.3065424600496,491.7356785744211,505.9905,501.5366,397.4369077689015,379.50112499675015,0.9056262969970703,4.211548328399658,1.0,False,False,False,2,False,1.43234,0.991702,6.184,import
pair_0018,finfet,low,False,False,42,739.1310756041541,543.9928572912206,739.1384,543.9924,0.007338657218312879,350.4240420006681,0.897011399269104,5.015243053436279,1.0,False,False,False,1,False,1.07165,1.028816,243.151,import
pair_0019,finfet,low,False,False,42,326.03166946660156,452.82145442150306,567.7467,451.4362,241.71899990603563,350.968249997095,0.9222390651702881,4.274773120880127,1.0,False,False,False,3,False,0.33048,1.007787,83.355,import
pair_0020,finfet,low,False,False,42,536.7228843437842,520.7761539199694,536.7556,520.5775,0.2013298141876379,422.8502080004546,0.672073483467102,5.0001220703125,1.0,False,False,False,1,False,1.88038,0.971983,42.124,import
pair_0021,finfet,low,False,False,42,626.4711187619192,511.7237665943215,626.4984,511.7053,0.03294360419035014,346.9237499994051,0.8987497091293335,4.150833606719971,1.0,False,False,False,1,False,-1.35549,1.001105,127.039,import
pair_0022,finfet,low,False,False,42,346.47678942063925,426.2527856009298,486.941,426.1028,140.46429065553806,421.90525000114576,0.8439218997955322,3.9438116550445557,0.9314215243323729,False,False,False,4,False,0.03521,0.97116,75.042,import
pair_0023,finfet,low,False,False,42,641.7896462928322,530.3910634606226,641.861,530.2708,0.13983794723716786,351.9752089996473,0.7913171648979187,4.629388332366943,1.0,False,False,False,2,False,-0.16294,1.026367,145.055,import
pair_0024,finfet,low,False,False,42,488.97037343073333,612.9843281424568,488.8137,612.892,0.18185447420194617,420.99708300156635,0.8394573330879211,4.016814708709717,1.0,False,False,False,1,False,0.08584,0.970551,113.445,import
pair_0025,finfet,low,False,False,42,521.0325155584617,554.9376280889884,521.1065,554.931,0.0742807455089923,364.6502080009668,0.8687373399734497,4.8142194747924805,1.0,False,False,False,1,False,-1.91347,0.992594,58.846,import
pair_0026,finfet,low,False,False,42,376.2676171349744,580.1844485220646,376.2805,580.3392,0.15528679317463245,355.4633330022625,0.9309182167053223,4.793644428253174,1.0,False,False,False,1,False,0.73123,0.993111,147.516,import
pair_0027,finfet,low,False,False,42,691.3799275046741,417.3048108952325,691.3716,417.2697,0.036084931732311816,352.52070799833746,0.8939869999885559,4.643802642822266,1.0,False,False,False,1,False,1.82411,1.028144,208.488,import
pair_0028,finfet,low,False,False,42,210.12226925988594,549.0527919939485,210.007,549.161,0.15810115384865742,358.62004199952935,0.8578442931175232,5.440593242645264,1.0,False,False,False,1,False,-1.52726,1.028438,294.131,import
pair_0029,finfet,low,False,False,42,566.2965645508409,419.28772534328425,391.1863,413.0464,175.22145671437104,421.6521670023212,0.7919113039970398,5.348282814025879,0.15006461923976205,True,True,False,8,True,-1.97542,0.975951,139.289,import
pair_0030,finfet,low,False,False,42,452.5969544948426,497.3885751967096,452.5823,497.4161,0.031182832059724518,420.0492090021726,0.8954727053642273,3.8291525840759277,1.0,False,False,False,2,False,0.64033,0.973016,47.488,import
pair_0001,finfet,medium,False,False,42,573.0168824593128,383.92237981715914,573.0275,384.0805,0.1584762581330825,420.1339170031133,0.7251343727111816,4.433035850524902,1.0,False,False,False,1,False,-1.93631,0.971435,137.005,import
pair_0002,finfet,medium,False,False,42,542.4079142439638,577.2464532443001,542.4033,577.2934,0.04717297020648321,347.45720800128765,0.8743061423301697,4.808017730712891,1.0,False,False,False,1,False,1.40534,0.992523,88.161,import
pair_0003,finfet,medium,False,False,42,701.604367266971,438.5689490147599,701.5831,438.3854,0.1847769938702912,349.2668330000015,0.9361984729766846,5.098557949066162,1.0,False,False,False,1,False,-1.00043,1.000382,210.789,import
pair_0004,finfet,medium,False,False,42,540.2440782148265,502.54902946118943,540.2006,502.5437,0.04380363365138372,420.1344590001099,0.931006669998169,4.439919471740723,1.0,False,False,False,1,False,-1.11889,0.976763,40.281,import
pair_0005,finfet,medium,False,False,42,499.42170810297074,480.76287704452614,499.3634,480.8961,0.14542417521593032,352.62149999834946,0.8182686567306519,5.189353942871094,1.0,False,False,False,1,False,0.42469,0.990057,19.115,import
pair_0006,finfet,medium,False,False,42,804.0575457306747,539.3793131096697,804.0496,539.3429,0.037269950251860036,348.0366250005318,0.9192983508110046,5.098726749420166,1.0,False,False,False,1,False,1.60359,0.994514,306.584,import
pair_0007,finfet,medium,False,False,42,539.142889978514,568.7094868250119,539.1626,568.7785,0.07177258020243343,419.65895799876307,0.8236607313156128,4.6864776611328125,1.0,False,False,False,1,False,-1.27017,0.975481,79.147,import
